mean,stdev,variance,skew,kurtosis,max,min,rms,en,fine_stdev,label
31.3190,4.1275,17.0360,0.1700,-1.7698,36.0160,27.7000,31.5223,993.6568,4.1275,ECU1
49.2467,10.8242,117.1633,1.5987,0.8614,70.8000,41.5600,50.2282,2522.8703,11.6335,ECU1
51.7810,11.6237,135.1101,1.0525,-0.7469,68.9520,43.6960,52.7504,2782.6045,11.6237,ECU1
55.2192,14.5941,212.9884,0.2558,-1.7432,70.8000,40.0200,56.7411,3219.5507,11.8742,ECU1
30.0870,8.0567,64.9107,0.0330,-1.0085,40.0200,20.3080,30.8854,953.9106,8.0567,ECU1
48.1000,11.1508,124.3402,0.6948,-0.8899,63.7160,37.2480,49.0598,2406.8652,4.0158,ECU1
30.4104,4.4067,19.4187,0.8370,-0.4540,37.5560,25.8520,30.6648,940.3274,4.4067,ECU1
53.3056,10.2925,105.9346,1.1586,-0.2202,70.8000,45.2360,54.0947,2926.2347,10.2925,ECU1
57.1864,10.5855,112.0534,0.3543,-1.6210,70.8000,47.7000,57.9649,3359.9270,10.5855,ECU1
53.7110,11.6467,135.6458,1.0142,-0.7922,70.8000,45.8720,54.6498,2986.6058,11.4510,ECU1
51.2420,4.9312,24.3168,-1.0129,-0.7825,54.7840,44.0040,51.4196,2643.9802,4.9312,ECU1
37.5560,5.8236,33.9139,0.2493,-0.8746,45.8720,30.1640,37.9155,1437.5842,5.8236,ECU1
52.0890,5.0320,25.3208,-0.6471,-1.1871,56.0160,45.2360,52.2710,2732.2545,5.0320,ECU1
32.6793,5.6940,32.4214,0.4269,-1.0129,41.5600,26.1600,33.0901,1094.9566,5.6940,ECU1
51.0264,5.5756,31.0869,-0.6084,-1.1450,56.3240,42.7720,51.2695,2628.5630,5.5756,ECU1
58.7880,16.9875,288.5763,0.0000,-2.0000,70.8000,46.7760,60.0026,3600.3171,16.9875,ECU1
48.1000,14.5163,210.7231,0.8695,-0.8564,68.9520,35.7080,49.7157,2471.6523,5.7181,ECU1
44.9440,13.9877,195.6571,1.1470,-0.2578,68.6440,34.1680,46.6529,2176.4888,6.2175,ECU1
39.6060,3.4941,12.2085,-0.3358,-1.2408,44.0040,34.7840,39.7342,1578.8090,6.6099,ECU1
34.7070,6.3639,40.4990,-0.4498,-0.9560,41.5600,26.1600,35.1419,1234.9501,6.3639,ECU1
35.4770,2.4039,5.7788,-0.0082,-1.9891,37.5560,33.2440,35.5380,1262.9516,2.4039,ECU1
45.1904,14.6454,214.4875,1.3254,0.0574,70.8000,33.5520,47.0506,2213.7622,6.1961,ECU1
49.1208,9.5421,91.0512,0.6795,-0.9363,63.7160,39.7120,49.8567,2485.6939,8.7729,ECU1
33.4750,3.9071,15.2652,0.0274,-1.8373,37.5560,29.5480,33.6456,1132.0245,3.9071,ECU1
49.6350,14.6140,213.5685,0.9127,-0.8072,70.8000,37.2480,51.2231,2623.8096,11.4703,ECU1
31.6424,3.4463,11.8770,-0.8489,-0.7347,34.7840,26.1600,31.7922,1010.7431,3.4463,ECU1
48.1687,11.3848,129.6133,1.5918,0.8306,70.8000,40.6360,49.2771,2428.2315,11.0973,ECU1
52.1660,5.3613,28.7438,-0.9931,-0.7750,56.3240,44.3120,52.3722,2742.8494,5.3613,ECU1
35.8928,5.1474,26.4955,-0.5992,-0.8598,40.9440,28.0080,36.1869,1309.4895,5.1474,ECU1
35.1690,5.3072,28.1667,-0.2019,-1.3269,40.9440,28.6240,35.4681,1257.9836,5.3072,ECU1
42.6032,14.4519,208.8575,1.3046,-0.0377,67.7200,32.6280,44.5210,1982.1186,6.1392,ECU1
48.2490,15.9185,253.3990,0.7744,-0.8805,70.8000,33.5520,50.1798,2518.0153,12.6127,ECU1
46.6072,10.2917,105.9183,0.8719,-0.4072,63.4080,36.0160,47.5075,2256.9658,4.2321,ECU1
51.5550,13.2289,175.0049,0.9430,-0.7932,70.8000,40.6360,52.8126,2789.1717,11.3762,ECU1
48.5088,12.6795,160.7695,1.3792,0.0731,70.8000,40.6360,49.8169,2481.7193,11.5132,ECU1
50.4000,13.7062,187.8588,1.1003,-0.7044,70.8000,41.2520,51.7789,2681.0541,12.8797,ECU1
52.1968,7.9623,63.3976,0.9968,-0.5457,65.2560,45.8520,52.6804,2775.2240,7.9623,ECU1
49.5480,3.6077,13.0153,0.1939,-1.5000,54.1680,45.2360,49.6573,2465.8504,3.6077,ECU1
33.1670,6.0793,36.9574,0.0769,-1.6513,40.0200,26.7760,33.5823,1127.7680,6.0793,ECU1
51.7810,9.7248,94.5715,0.7749,-0.8740,65.5640,42.7720,52.4614,2752.2006,9.7248,ECU1
53.4944,13.6803,187.1518,0.3981,-1.6773,70.8000,40.6360,54.8760,3011.3723,11.7715,ECU1
45.8670,14.3602,206.2164,0.8067,-0.9750,66.1800,34.1680,47.5231,2258.4440,5.9478,ECU1
28.9833,4.5660,20.8479,0.3085,-1.3418,35.4000,24.0040,29.2815,857.4069,4.5660,ECU1
38.2336,5.7308,32.8419,-0.0131,-1.3784,45.5640,31.3960,38.5757,1488.0817,5.7308,ECU1
52.3970,11.1941,125.3074,0.9468,-0.8443,68.6440,44.0040,53.2863,2839.4262,11.1941,ECU1
50.3950,6.1926,38.3488,-1.0608,-0.7334,54.7840,41.2320,50.6796,2568.4176,6.1926,ECU1
48.6360,12.8430,164.9415,1.2301,-0.0439,70.8000,37.5560,49.9741,2497.4137,10.7602,ECU1
40.1707,12.9601,167.9647,1.4142,0.4983,65.2560,30.1640,41.8766,1753.6530,5.8265,ECU1
52.1660,4.0745,16.6012,0.2195,-1.2674,57.2480,47.7000,52.2852,2733.7425,4.0745,ECU1
35.3384,4.6984,22.0749,-0.2443,-0.8903,41.2520,28.6240,35.5874,1266.4624,4.6984,ECU1
52.5510,10.9542,119.9951,1.1418,-0.6761,68.9520,46.1600,53.4004,2851.6039,10.9542,ECU1
37.6792,4.9309,24.3136,0.9651,-0.2684,45.8720,32.6280,37.9364,1439.1730,4.9309,ECU1
29.7790,5.4773,30.0007,0.1287,-1.6944,36.0160,24.3120,30.1544,909.2894,5.4773,ECU1
52.0120,5.4867,30.1035,-0.9707,-0.7944,56.3240,44.0040,52.2286,2727.8258,5.4867,ECU1
42.4184,15.8813,252.2156,1.4926,0.2404,70.8000,34.1680,44.7336,2001.0931,6.9570,ECU1
35.8928,5.1932,26.9698,-0.0248,-1.5731,41.5600,29.5480,36.1921,1309.8690,5.1932,ECU1
405.9875,702.2787,493195.3516,1.1538,-0.6674,1459.2700,46.1800,731.2471,534722.3638,13.3423,ECU1
44.5128,13.6770,187.0609,1.0680,-0.3373,67.4120,33.2440,46.1632,2131.0381,6.1700,ECU1
41.7860,4.2303,17.8958,-0.5945,-1.0565,45.8720,36.0160,41.9463,1759.4917,9.6140,ECU1
32.4227,5.7015,32.5067,0.6372,-0.7269,41.8680,26.1600,32.8378,1078.3183,5.7015,ECU1
52.6380,18.0762,326.7479,-0.0520,-1.7998,70.8000,33.2440,54.9165,3015.8200,7.3340,ECU1
34.5376,5.1280,26.2963,-0.4181,-0.5959,40.9440,26.7760,34.8408,1213.8829,5.1280,ECU1
50.8570,4.9751,24.7516,-0.8968,-0.8815,54.7840,43.6960,51.0392,2604.9981,4.9751,ECU1
49.1208,12.4750,155.6246,1.3069,-0.0438,70.8000,41.2320,50.3721,2537.3527,12.6498,ECU1
33.0900,3.4251,11.7315,-1.0806,-0.7231,35.4000,28.0080,33.2227,1103.7467,3.4251,ECU1
47.9504,4.1148,16.9313,0.5572,-0.8690,54.1680,43.3880,48.0914,2312.7859,8.7262,ECU1
56.6833,11.6217,135.0642,0.3779,-1.5378,70.8000,45.2360,57.6676,3325.5538,11.6217,ECU1
51.2520,13.3714,178.7950,0.9777,-0.7795,70.8000,40.6360,52.5439,2760.8637,9.9422,ECU1
35.0150,5.3783,28.9256,-0.7989,-0.9256,39.7120,27.3920,35.3234,1247.7444,5.3783,ECU1
52.8744,10.8072,116.7966,1.0683,-0.4849,70.8000,45.8520,53.7507,2889.1394,10.8072,ECU1
47.9460,15.0002,225.0057,0.8982,-0.8591,69.5680,35.7080,49.6747,2467.5732,6.0591,ECU1
43.4527,21.5473,464.2843,1.5354,0.6907,85.8720,29.8560,47.6974,2275.0378,7.2278,ECU1
47.5272,13.6021,185.0177,1.1810,-0.1276,70.8000,35.7080,49.0596,2406.8489,10.9472,ECU1
35.3230,5.4715,29.9375,-0.4275,-0.9668,41.2520,28.0080,35.6394,1270.1675,5.4715,ECU1
51.3960,4.6029,21.1863,-1.0275,-0.7585,54.7840,44.6200,51.5503,2657.4385,4.6029,ECU1
48.0200,13.1308,172.4173,1.2759,-0.0220,70.8000,37.5560,49.4354,2443.8542,10.2361,ECU1
53.8600,8.2146,67.4799,0.8512,-0.9546,65.5640,47.7000,54.3278,2951.5095,8.2146,ECU1
55.2510,15.3430,235.4074,0.0123,-1.8827,70.8000,40.0200,56.8263,3229.2285,11.5034,ECU1
32.0120,3.0387,9.2334,-0.3463,-0.9732,35.4000,28.0080,32.1200,1031.6932,3.0387,ECU1
38.2952,4.7646,22.7010,0.6070,-0.8637,45.5640,33.2440,38.5316,1484.6831,4.7646,ECU1
38.9420,6.5891,43.4161,-0.3397,-1.2245,45.8720,30.4720,39.3579,1549.0414,6.5891,ECU1
52.7050,4.5571,20.7673,-0.0328,-1.6854,57.5560,47.7000,52.8526,2793.3925,4.5571,ECU1
33.9832,5.2703,27.7762,0.3649,-1.0750,41.5600,28.0080,34.3086,1177.0788,5.2703,ECU1
54.1233,19.6231,385.0667,0.8035,-1.0208,85.8720,37.5560,57.0107,3250.2241,7.8567,ECU1
49.3990,12.8889,166.1246,1.1225,-0.6892,68.6440,41.2520,50.6444,2564.8547,12.5498,ECU1
45.7944,1.7623,3.1058,0.0190,-1.5256,48.0080,44.0040,45.8215,2099.6117,9.3253,ECU1
48.0950,25.3442,642.3285,1.0559,-0.7392,85.5640,30.1640,52.8666,2794.8754,6.5693,ECU1
29.8560,4.4761,20.0353,0.0056,-0.8619,36.3240,23.3880,30.1343,908.0768,4.4761,ECU1
43.3210,2.6047,6.7847,-0.2568,-1.1983,46.1800,40.0200,43.3797,1881.7975,11.5855,ECU1
48.9936,5.2963,28.0513,0.4422,-1.5766,56.0160,44.0040,49.2221,2422.8139,5.2963,ECU1
51.0264,4.6221,21.3634,-0.7181,-0.5706,56.0160,43.6960,51.1936,2620.7842,4.6221,ECU1
44.7890,14.9986,224.9576,0.7784,-1.0130,65.8720,32.6280,46.6345,2174.7727,6.6220,ECU1
51.6270,3.3868,11.4706,0.0681,-1.2503,55.7080,47.7000,51.7103,2673.9501,3.3868,ECU1
50.9648,4.8091,23.1278,-0.0160,-0.7461,57.5560,44.3120,51.1460,2615.9131,4.8091,ECU1
59.7087,15.9799,255.3567,0.5858,-0.9556,85.5640,43.6960,61.4648,3777.9221,10.7322,ECU1
53.2440,10.0498,100.9985,0.7547,-0.9156,67.4120,44.0040,53.9506,2910.6724,10.0498,ECU1
49.8024,11.8608,140.6784,1.4212,0.1530,70.8000,41.8680,50.9198,2592.8218,11.9176,ECU1
43.3980,2.4486,5.9959,-0.6070,-0.9254,45.8720,40.0200,43.4498,1887.8833,11.2817,ECU1
44.8784,22.9292,525.7476,1.4391,0.1722,85.5640,30.4720,49.3424,2434.6688,5.6600,ECU1
53.7160,18.9592,359.4513,-0.0831,-1.8779,70.8000,33.5520,56.1694,3154.9972,7.8646,ECU1
55.8312,12.1017,146.4510,0.2164,-1.5977,70.8000,42.7720,56.8708,3234.2837,12.1017,ECU1
44.7890,15.4609,239.0401,0.9884,-0.7866,67.4120,32.9360,46.7476,2185.3346,6.1156,ECU1
54.8496,12.9111,166.6969,0.3905,-1.8234,68.9520,44.0040,56.0521,3141.8362,12.4033,ECU1
53.4750,10.1262,102.5401,0.6463,-1.0417,67.4120,44.0040,54.1893,2936.4807,10.1262,ECU1
41.8133,13.4773,181.6364,1.6034,0.8483,68.6440,33.5520,43.5858,1899.7185,5.8015,ECU1
49.2400,4.2118,17.7396,0.3030,-0.8016,55.4000,44.0040,49.3839,2438.7693,4.2118,ECU1
34.9380,6.0695,36.8389,-0.2173,-1.2903,41.5600,27.3920,35.3312,1248.2930,6.0695,ECU1
50.5540,13.6690,186.8408,1.0675,-0.7282,70.8000,40.9440,51.9215,2695.8375,12.5979,ECU1
56.0160,7.9515,63.2269,1.1702,-0.1880,69.5680,49.5480,56.4657,3188.3737,7.9515,ECU1
46.4060,11.9864,143.6740,0.8047,-0.9261,63.4080,36.0160,47.5528,2261.2723,4.1208,ECU1
49.5520,11.9948,143.8761,1.4258,0.1586,70.8000,41.5600,50.7001,2570.5016,11.9982,ECU1
35.7850,5.7642,33.2261,-0.5310,-1.0665,41.5600,28.0080,36.1315,1305.4858,5.7642,ECU1
45.6633,13.1330,172.4766,1.3274,0.3885,70.8000,35.4000,47.2109,2228.8705,6.1685,ECU1
35.3384,4.9058,24.0670,-0.2779,-1.3560,40.0200,28.6240,35.6098,1268.0561,4.9058,ECU1
47.5560,14.6266,213.9373,0.9822,-0.7780,68.9520,36.0160,49.2141,2422.0261,10.6516,ECU1
53.1670,12.2049,148.9602,0.8989,-0.8202,70.8000,42.7720,54.2075,2938.4500,12.2049,ECU1
53.6033,11.8673,140.8319,0.6001,-1.5159,68.6440,43.6960,54.6871,2990.6773,11.8673,ECU1
62.1040,14.4768,209.5765,-1.0797,-0.7322,70.8000,40.6360,63.3568,4014.0892,4.8308,ECU1
57.5560,7.9366,62.9897,1.0452,-0.7646,69.2600,52.6280,57.9649,3359.9354,7.9366,ECU1
39.0960,4.3558,18.9728,0.0445,-1.1050,44.9480,33.5520,39.2896,1543.6755,4.3558,ECU1
45.4050,16.8234,283.0283,1.0369,-0.7696,70.1840,34.1680,47.6853,2273.8852,7.2555,ECU1
50.4720,5.0734,25.7398,-0.1256,-1.6240,55.7080,44.6200,50.6629,2566.7276,5.0734,ECU1
48.3200,11.6969,136.8180,1.3975,0.1129,68.9520,41.2320,49.4396,2444.2768,12.0888,ECU1
45.4368,13.2939,176.7269,1.0772,-0.3336,67.7200,34.7840,46.9668,2205.8843,5.8219,ECU1
54.2450,7.4362,55.2978,0.0355,-1.0179,63.4080,45.2360,54.6259,2983.9934,7.4362,ECU1
46.6568,2.0240,4.0966,0.3702,-1.0863,49.5480,44.3120,46.6919,2180.1343,8.5539,ECU1
47.0120,1.5693,2.4626,-0.4274,-1.1584,48.6240,44.9480,47.0316,2211.9751,8.6569,ECU1
53.5520,9.0139,81.2510,1.1905,-0.1795,68.9520,46.7760,54.1555,2932.8175,9.0139,ECU1
60.7180,16.6741,278.0252,-1.0735,-0.7379,70.8000,36.0160,62.4115,3895.1944,6.9760,ECU1
32.1660,4.8377,23.4029,0.5252,-0.8096,40.0200,26.7760,32.4677,1054.1540,4.8377,ECU1
58.1770,24.1325,582.3799,0.1748,-1.7373,85.8720,36.0160,61.8171,3821.3483,6.4967,ECU1
48.3896,11.2921,127.5120,1.1706,-0.0966,67.7200,38.1720,49.4324,2443.5630,10.0570,ECU1
51.7090,13.0549,170.4301,0.9830,-0.7857,70.8000,41.5600,52.9306,2801.6432,11.6237,ECU1
35.6567,3.1193,9.7299,1.2852,0.2286,41.5600,33.5520,35.7702,1279.5061,3.1193,ECU1
53.0632,14.1445,200.0671,0.4141,-1.7141,70.8000,40.6360,54.5505,2975.7569,12.4818,ECU1
54.0240,18.7276,350.7238,-0.0172,-1.9713,70.8000,36.0160,56.4060,3181.6355,7.2886,ECU1
34.1680,6.3421,40.2223,-0.1629,-1.0494,41.5600,26.1600,34.6066,1197.6190,6.3421,ECU1
50.8536,14.5787,212.5397,0.2792,-1.6193,68.9520,35.4000,52.4988,2756.1204,5.1002,ECU1
43.0950,15.4294,238.0660,0.8842,-0.8908,65.2560,30.7800,45.1190,2035.7285,6.5258,ECU1
50.4104,5.2694,27.7667,0.0298,-0.9343,57.5560,43.3880,50.6302,2563.4218,5.2694,ECU1
51.8580,4.2863,18.3720,0.3393,-1.4283,57.2480,47.7000,51.9907,2703.0312,4.2863,ECU1
44.4147,3.4066,11.6050,0.2182,-1.5000,48.0080,41.2320,44.5017,1980.3993,3.4066,ECU1
699.4040,931.6386,867950.5556,0.0000,-2.0000,1358.1720,40.6360,960.8024,923141.2330,1.7423,ECU1
32.4432,4.4930,20.1871,-0.7315,-0.4035,37.5560,25.2360,32.6911,1068.7109,4.4930,ECU1
39.5580,5.3495,28.6173,0.1719,-1.2396,46.1800,33.5520,39.8284,1586.2983,5.3495,ECU1
49.2400,5.4112,29.2814,0.4152,-1.1854,56.3240,43.6960,49.4625,2446.5386,5.4112,ECU1
54.1104,13.2828,176.4322,0.3380,-1.7816,68.9520,41.2520,55.3993,3069.0812,11.3070,ECU1
49.5630,14.3730,206.5835,1.0560,-0.7506,70.8000,40.0200,51.1021,2611.4286,4.8398,ECU1
54.4090,18.0030,324.1093,-0.0367,-1.9374,70.8000,36.3240,56.5988,3203.4212,6.7074,ECU1
54.7880,13.9762,195.3349,0.3347,-1.7764,70.8000,41.5600,56.1960,3157.9929,11.9606,ECU1
53.3310,15.5714,242.4695,-0.1426,-1.6629,68.9520,35.4000,55.0095,3026.0477,5.7587,ECU1
52.6280,4.3991,19.3523,-0.4439,-1.0609,57.2480,46.7760,52.7657,2784.2206,4.3991,ECU1
51.8272,11.2295,126.1027,1.1342,-0.2836,70.8000,42.7720,52.7915,2786.9408,11.2295,ECU1
50.7287,8.6841,75.4137,0.4517,-1.2160,63.7160,41.2320,51.3444,2636.2424,8.6841,ECU1
35.0150,5.7035,32.5304,-0.1879,-1.3304,41.2520,28.0080,35.3617,1250.4481,5.7035,ECU1
50.1024,5.2423,27.4821,-0.2508,-1.1782,56.0160,42.7720,50.3213,2532.2362,5.2423,ECU1
52.2430,5.6869,32.3407,-0.5486,-1.1841,57.5560,44.6200,52.4746,2753.5866,5.6869,ECU1
32.1352,4.0016,16.0130,-0.8326,-0.8720,35.4000,25.8520,32.3339,1045.4815,4.0016,ECU1
50.1640,3.9040,15.2415,-0.1361,-1.0000,54.7840,45.2360,50.2778,2527.8580,3.9040,ECU1
30.3693,5.0709,25.7145,-0.1715,-0.9222,37.2480,22.7720,30.7201,943.7251,5.0709,ECU1
47.6280,4.0784,16.6330,0.9385,-0.8111,53.5520,44.3120,47.7588,2280.9012,9.6550,ECU1
51.2152,11.4261,130.5552,1.3092,-0.0088,71.1080,42.7720,52.2249,2727.4409,12.5349,ECU1
39.3270,5.0695,25.7002,0.1380,-1.2247,45.5640,33.5520,39.5713,1565.8881,5.0695,ECU1
34.6300,6.5126,42.4137,0.9874,-0.0164,46.4880,28.0080,35.1366,1234.5816,6.5126,ECU1
50.8416,8.9516,80.1316,1.0057,-0.5157,65.5640,43.3880,51.4682,2648.9736,8.9516,ECU1
49.8660,24.1395,582.7142,1.0552,-0.7318,85.5640,32.3200,54.0708,2923.6536,5.5469,ECU1
38.0180,4.1513,17.2336,-0.3112,-1.5903,41.5600,32.9360,38.1876,1458.2935,4.1513,ECU1
46.7920,13.8222,191.0531,1.2835,-0.0100,70.8000,35.7080,48.3977,2342.3337,5.5653,ECU1
41.0110,3.0132,9.0795,-0.0882,-1.0043,44.6200,37.2480,41.0939,1688.7117,9.5575,ECU1
45.9792,1.9550,3.8219,0.2033,-1.2669,48.6240,43.6960,46.0124,2117.1443,9.0967,ECU1
50.1690,13.9835,195.5374,1.0417,-0.7474,70.8000,40.0200,51.6099,2663.5816,12.6577,ECU1
52.4472,10.7761,116.1236,1.1864,-0.2288,70.8000,44.6200,53.3255,2843.6077,11.4180,ECU1
48.0200,13.6831,187.2265,0.9970,-0.3032,70.8000,34.7840,49.5550,2455.7016,9.0899,ECU1
52.3970,5.9318,35.1866,0.4594,-1.0316,60.3280,46.1600,52.6482,2771.8356,5.9318,ECU1
50.0870,5.5118,30.3802,0.0169,-1.8770,55.7080,44.6200,50.3139,2531.4927,5.5118,ECU1
54.2992,13.1830,173.7911,0.3432,-1.6498,70.8000,40.9440,55.5647,3087.4360,8.7159,ECU1
50.9920,10.3527,107.1775,1.4678,0.5078,71.1080,44.6200,51.8604,2689.4987,11.4858,ECU1
56.4010,9.7248,94.5715,0.5011,-0.9585,69.5680,46.1600,57.0263,3252.0014,9.7248,ECU1
35.8928,6.9917,48.8834,0.4578,-0.6614,46.4880,27.3920,36.4335,1327.3998,6.9917,ECU1
53.8700,16.7437,280.3524,0.0200,-1.8993,70.8000,37.5560,55.7875,3112.2412,5.6597,ECU1
56.6370,15.7486,248.0181,-0.0338,-1.9470,70.8000,40.9440,58.2560,3393.7634,11.7804,ECU1
46.5336,2.3483,5.5144,-0.0245,-1.0926,49.5480,43.3880,46.5810,2169.7874,8.8825,ECU1
31.7553,7.0435,49.6107,-0.4569,-0.3251,41.2520,20.0000,32.3997,1049.7435,7.0435,ECU1
46.3240,12.9097,166.6606,0.9991,-0.7684,65.2560,36.3240,47.6540,2270.9084,9.7431,ECU1
33.4904,5.2287,27.3398,0.0820,-1.0199,40.6360,26.7760,33.8154,1143.4787,5.2287,ECU1
41.9450,4.8398,23.4235,-0.6032,-1.1869,46.1800,35.4000,42.1539,1776.9507,4.8398,ECU1
46.7800,3.8703,14.9794,1.0541,-0.3589,53.2440,43.6960,46.9079,2200.3519,9.2682,ECU1
56.7040,19.6915,387.7550,1.0674,-0.7267,85.8720,42.7720,59.2128,3506.1598,9.9422,ECU1
52.6860,13.1075,171.8062,0.6619,-1.4558,70.8000,41.2520,54.0276,2918.9864,11.7225,ECU1
53.4850,17.4668,305.0896,-0.0282,-1.8606,70.8000,35.4000,55.5829,3089.4625,6.5112,ECU1
38.9112,5.3418,28.5351,0.0905,-1.4463,45.8720,33.5520,39.2034,1536.9096,5.3418,ECU1
49.1730,14.7648,217.9996,0.9900,-0.7703,70.8000,37.5560,50.8083,2581.4836,11.8366,ECU1
42.1104,13.6053,185.1043,1.1399,-0.1626,65.2560,29.8560,43.8334,1921.3692,5.8007,ECU1
34.7224,5.6851,32.3202,-0.3947,-0.6093,41.8680,26.1600,35.0928,1231.5012,5.6851,ECU1
47.7150,16.1147,259.6827,0.8604,-0.8831,70.8000,34.1680,49.7140,2471.4833,7.2030,ECU1
35.2460,4.7748,22.7990,-0.0893,-1.3562,40.6360,29.5480,35.4877,1259.3798,4.7748,ECU1
41.3096,14.0069,196.1923,1.2669,-0.0440,65.5640,30.1640,43.1675,1863.4369,5.8007,ECU1
52.7870,12.0790,145.9034,1.1156,-0.6997,70.8000,45.8520,53.8135,2895.8949,12.3977,ECU1
49.4944,20.3576,414.4327,1.4275,0.1602,85.5640,36.0160,52.7375,2781.2418,8.4276,ECU1
36.0160,4.0472,16.3799,-0.5954,-1.0000,40.0200,30.4720,36.1861,1309.4371,4.0472,ECU1
47.0973,16.6400,276.8906,0.6927,-1.4269,70.8000,34.1680,49.4864,2448.9010,6.6135,ECU1
54.7224,9.6207,92.5588,1.1841,-0.2233,71.1080,47.3920,55.3948,3068.5881,9.6207,ECU1
35.5540,6.0591,36.7124,-0.1802,-1.7635,40.6360,28.6240,35.9391,1291.6212,6.0591,ECU1
47.0120,2.8041,7.8628,-0.2787,-1.0488,50.1640,43.3880,47.0747,2216.0253,10.2461,ECU1
54.2912,9.8430,96.8846,1.1019,-0.3592,70.8000,46.7760,55.0004,3025.0421,9.8430,ECU1
54.2707,11.2032,125.5114,0.6021,-1.2945,70.8000,42.7720,55.2259,3049.8981,11.2032,ECU1
51.4010,12.9649,168.0884,1.1373,-0.6794,70.8000,43.6960,52.6130,2768.1291,13.9416,ECU1
51.9504,6.2456,39.0081,0.7370,-0.9543,61.5600,46.1600,52.2499,2730.0505,6.2456,ECU1
34.9380,6.9260,47.9696,-0.7068,-0.9117,41.5600,25.2360,35.4491,1256.6410,6.9260,ECU1
50.1740,13.8525,191.8915,1.1051,-0.7073,70.8000,41.5600,51.5883,2661.3489,12.2027,ECU1
53.8640,15.0622,226.8710,0.3481,-1.7949,70.8000,40.0200,55.5232,3082.8273,12.9781,ECU1
47.0973,12.4820,155.7998,1.2483,0.3689,70.8000,34.7840,48.4561,2347.9920,8.2477,ECU1
42.4740,3.7953,14.4047,-0.4207,-1.3046,46.1600,37.5560,42.6010,1814.8442,8.3653,ECU1
49.6752,10.0652,101.3082,1.3890,0.1078,67.4120,42.7720,50.4844,2548.6720,12.0978,ECU1
52.0940,12.8358,164.7568,0.9537,-0.7845,70.8000,41.5600,53.2668,2837.3524,11.1491,ECU1
36.3240,5.2586,27.6529,-0.7329,-0.6621,41.5600,28.0080,36.6272,1341.5553,5.2586,ECU1
49.7790,5.5233,30.5067,-0.3895,-1.4476,54.7840,42.7720,50.0083,2500.8289,5.5233,ECU1
34.3528,5.1057,26.0686,0.3459,-0.7764,41.8680,28.0080,34.6550,1200.9698,5.1057,ECU1
52.1710,12.8533,165.2064,0.9236,-0.8178,70.8000,41.5600,53.3453,2845.7180,11.1232,ECU1
44.2664,15.6214,244.0284,1.1696,-0.2496,70.8000,32.6280,46.4191,2154.7369,7.6611,ECU1
53.6390,15.2867,233.6829,-0.1189,-1.7024,68.9520,36.3240,55.2486,3052.4045,5.3369,ECU1
30.9853,5.1856,26.8908,0.0909,-1.6722,37.5560,25.2360,31.3449,982.4999,5.1856,ECU1
52.9360,5.1400,26.4196,0.2013,-1.1524,60.0200,46.7760,53.1353,2823.3558,5.1400,ECU1
45.3280,15.4320,238.1458,1.0247,-0.7674,68.0280,34.1680,47.2571,2233.2369,5.9564,ECU1
51.7810,4.5848,21.0203,0.1296,-1.4354,57.2480,46.7760,51.9330,2697.0372,4.5848,ECU1
43.5272,15.7575,248.2993,1.2568,-0.0341,70.8000,30.4720,45.7521,2093.2566,7.4546,ECU1
48.2490,15.6814,245.9076,0.9607,-0.7954,71.1080,35.7080,50.1238,2512.3967,11.0834,ECU1
43.1576,3.8041,14.4710,-0.7724,-0.9144,46.1800,37.2480,43.2915,1874.1553,8.9357,ECU1
34.9380,5.2057,27.0995,-0.4018,-0.9660,40.6360,28.0080,35.2277,1240.9885,5.2057,ECU1
49.1887,4.5493,20.6962,0.6000,-1.2538,56.0160,44.6200,49.3637,2436.7717,4.5493,ECU1
53.7368,5.8138,33.8000,-0.2003,-1.2337,60.6360,45.8520,53.9878,2914.6837,5.8138,ECU1
54.8610,10.9888,120.7540,0.9292,-0.8164,70.8000,45.8520,55.6803,3100.2948,10.9888,ECU1
50.4000,12.4183,154.2137,1.0158,-0.7715,68.6440,41.2520,51.5347,2655.8203,11.4996,ECU1
45.4984,14.6423,214.3957,1.2331,-0.0211,70.8000,32.6280,47.3458,2241.6209,6.4327,ECU1
59.7120,17.9030,320.5158,0.3011,-1.4620,85.5640,41.5600,61.9082,3832.6194,11.3351,ECU1
48.6240,4.2156,17.7712,0.0000,-1.3242,53.5520,43.6960,48.7609,2377.6218,4.2156,ECU1
32.3816,5.5243,30.5177,0.3001,-1.1886,40.0200,25.8520,32.7564,1072.9822,5.5243,ECU1
54.7940,18.6524,347.9136,-0.0540,-1.9283,70.8000,35.7080,57.1255,3263.3177,7.3770,ECU1
51.6320,12.8110,164.1207,1.1371,-0.6796,70.8000,44.0040,52.8105,2788.9539,13.5357,ECU1
59.7080,24.2352,587.3458,0.3178,-1.7742,85.8720,35.7080,63.5210,4034.9219,10.2013,ECU1
48.6360,11.7301,137.5960,1.2758,-0.0597,68.9520,40.6360,49.7548,2475.5373,7.9872,ECU1
52.1710,12.5938,158.6045,0.4970,-1.1500,68.9520,39.7120,53.2988,2840.7666,9.6169,ECU1
52.1352,4.2265,17.8629,0.0426,-1.4730,57.5560,47.7000,52.2721,2732.3694,4.2265,ECU1
50.4770,12.6294,159.5014,0.9925,-0.8006,68.9520,41.2520,51.6484,2667.5536,11.6834,ECU1
