mean,stdev,variance,skew,kurtosis,max,min,rms,en,fine_stdev,label
113.9627,0.3556,0.1265,-0.7071,-1.5000,114.1680,113.5520,113.9630,12987.5737,0.3556,ECU3
129.0547,2.5085,6.2926,-0.6594,-1.5000,130.8000,126.1800,129.0709,16659.3021,2.5085,ECU3
107.1867,0.9410,0.8854,-0.3818,-1.5000,108.0080,106.1600,107.1894,11489.5718,0.9410,ECU3
114.7840,1.3425,1.8024,-0.6655,-1.5000,115.7080,113.2440,114.7892,13176.5683,1.3425,ECU3
110.5747,11.3849,129.6158,0.7048,-1.5000,123.7160,103.6960,110.9647,12313.1675,11.3849,ECU3
115.7080,0.8149,0.6640,-0.5952,-1.5000,116.3240,114.7840,115.7099,13388.7840,0.8149,ECU3
236.4267,0.7113,0.5059,0.7071,-1.5000,237.2480,236.0160,236.4274,55897.9060,0.7113,ECU3
113.9627,3.2933,10.8461,-0.7002,-1.5000,116.0160,110.1640,113.9944,12994.7201,3.2933,ECU3
105.1333,1.2448,1.5494,-0.7071,-1.5000,105.8520,103.6960,105.1382,11054.0507,1.2448,ECU3
105.4413,2.4895,6.1978,-0.2948,-1.5000,107.7000,102.7720,105.4609,11122.0066,2.4895,ECU3
112.5253,1.7782,3.1621,-0.7071,-1.5000,113.5520,110.4720,112.5347,12664.0587,1.7782,ECU3
117.3507,2.8452,8.0951,0.7071,-1.5000,120.6360,115.7080,117.3737,13776.5757,2.8452,ECU3
107.4947,1.8047,3.2570,0.6156,-1.5000,109.5480,106.1600,107.5048,11557.2747,1.8047,ECU3
240.2253,2.3117,5.3440,-0.7071,-1.5000,241.5600,237.5560,240.2327,57711.7734,2.3117,ECU3
117.6587,12.1273,147.0708,-0.6887,-1.5000,125.5640,103.6960,118.0746,13941.6091,12.1273,ECU3
109.1373,0.4705,0.2213,-0.3818,-1.5000,109.5480,108.6240,109.1380,11911.1051,0.4705,ECU3
111.3960,1.2320,1.5178,-0.0000,-1.5000,112.6280,110.1640,111.4005,12410.0807,1.2320,ECU3
117.9667,2.8452,8.0951,0.7071,-1.5000,121.2520,116.3240,117.9895,13921.5312,2.8452,ECU3
105.8720,0.3080,0.0949,-0.0000,-1.5000,106.1800,105.5640,105.8723,11208.9436,0.3080,ECU3
106.0773,0.1778,0.0316,-0.7071,-1.5000,106.1800,105.8720,106.0774,11252.4217,0.1778,ECU3
127.1040,2.6851,7.2097,0.6655,-1.5000,130.1840,125.2560,127.1229,16160.2333,2.6851,ECU3
111.6013,1.6963,2.8775,0.6810,-1.5000,113.5520,110.4720,111.6099,12456.7760,1.6963,ECU3
120.0200,0.0000,0.0000,0.7154,-1.4922,120.0200,120.0200,120.0200,14404.8004,0.0000,ECU3
114.7840,1.3425,1.8024,-0.6655,-1.5000,115.7080,113.2440,114.7892,13176.5683,1.3425,ECU3
107.9053,1.6963,2.8775,-0.1108,-1.5000,109.5480,106.1600,107.9142,11645.4793,1.6963,ECU3
129.4587,14.4885,209.9157,0.7039,-1.5000,146.1800,120.6360,129.9980,16899.4902,2.9702,ECU3
122.2787,14.7594,217.8394,-0.7071,-1.5000,130.8000,105.2360,122.8711,15097.2986,14.7594,ECU3
117.3507,0.1778,0.0316,0.7071,-1.5000,117.5560,117.2480,117.3508,13771.2000,0.1778,ECU3
146.1800,20.0284,401.1384,-0.1126,-1.5000,165.5640,125.5640,147.0919,21636.0180,1.0669,ECU3
127.8227,0.7751,0.6008,0.2391,-1.5000,128.6440,127.1040,127.8242,16339.0347,0.7751,ECU3
121.0533,13.1474,172.8547,-0.7071,-1.5000,128.6440,105.8720,121.5284,14769.1460,1.6004,ECU3
121.1493,0.9901,0.9803,-0.6309,-1.5000,121.8680,120.0200,121.1520,14677.8145,0.9901,ECU3
107.5973,0.7113,0.5059,-0.7071,-1.5000,108.0080,106.7760,107.5989,11577.5234,0.7113,ECU3
116.0160,1.4114,1.9921,0.3818,-1.5000,117.5560,114.7840,116.0217,13461.0404,1.4114,ECU3
112.9360,15.7382,247.6899,0.7068,-1.5000,131.1080,103.6960,113.6647,12919.6667,15.7382,ECU3
115.6053,2.1851,4.7748,-0.3331,-1.5000,117.5560,113.2440,115.6191,13367.7763,2.1851,ECU3
116.1187,1.3888,1.9289,0.1351,-1.5000,117.5560,114.7840,116.1242,13484.8307,1.3888,ECU3
117.4533,0.1778,0.0316,-0.7071,-1.5000,117.5560,117.2480,117.4534,13795.3066,0.1778,ECU3
112.7307,1.9802,3.9210,-0.6309,-1.5000,114.1680,110.4720,112.7423,12710.8172,1.9802,ECU3
106.3653,0.3556,0.1265,0.7071,-1.5000,106.7760,106.1600,106.3657,11313.6685,0.3556,ECU3
130.1840,1.0669,1.1384,-0.7071,-1.5000,130.8000,128.9520,130.1869,16948.6328,1.0669,ECU3
116.1187,0.9901,0.9803,0.6309,-1.5000,117.2480,115.4000,116.1215,13484.1983,0.9901,ECU3
115.7080,0.8149,0.6640,-0.5952,-1.5000,116.3240,114.7840,115.7099,13388.7840,0.8149,ECU3
108.7267,0.7751,0.6008,0.2391,-1.5000,109.5480,108.0080,108.7285,11821.8886,0.7751,ECU3
117.3507,0.1778,0.0316,0.7071,-1.5000,117.5560,117.2480,117.3508,13771.2000,0.1778,ECU3
125.8720,0.0000,0.0000,-0.7154,-1.4922,125.8720,125.8720,125.8720,15843.7604,0.0000,ECU3
120.3347,12.2583,150.2659,-0.7071,-1.5000,127.4120,106.1800,120.7502,14580.6093,0.7113,ECU3
116.9400,1.0669,1.1384,-0.7071,-1.5000,117.5560,115.7080,116.9432,13675.7225,1.0669,ECU3
123.1000,2.6851,7.2097,0.6655,-1.5000,126.1800,121.2520,123.1195,15158.4164,2.6851,ECU3
121.6627,0.3556,0.1265,-0.7071,-1.5000,121.8680,121.2520,121.6630,14801.8888,0.3556,ECU3
103.6960,0.8149,0.6640,-0.5952,-1.5000,104.3120,102.7720,103.6981,10753.3031,0.8149,ECU3
124.5373,2.5830,6.6721,-0.6958,-1.5000,126.1800,121.5600,124.5552,15513.9955,2.5830,ECU3
115.9133,0.4705,0.2213,-0.3818,-1.5000,116.3240,115.4000,115.9140,13436.0484,0.4705,ECU3
117.9667,1.8819,3.5416,0.3818,-1.5000,120.0200,116.3240,117.9767,13918.4955,1.8819,ECU3
112.6413,11.7248,137.4716,0.7071,-1.5000,126.1800,105.8720,113.0474,12779.7177,0.1778,ECU3
127.7200,1.8735,3.5100,-0.6857,-1.5000,128.9520,125.5640,127.7292,16314.7384,1.8735,ECU3
128.9520,3.2008,10.2453,-0.7071,-1.5000,130.8000,125.2560,128.9785,16635.4485,3.2008,ECU3
201.0467,0.8891,0.7905,-0.7071,-1.5000,201.5600,200.0200,201.0480,40420.2892,0.8891,ECU3
121.0467,15.8383,250.8520,-0.7023,-1.5000,130.8000,102.7720,121.7355,14819.5302,15.8383,ECU3
125.5640,0.5335,0.2846,-0.7071,-1.5000,125.8720,124.9480,125.5648,15766.5078,0.5335,ECU3
104.1067,0.4705,0.2213,0.3818,-1.5000,104.6200,103.6960,104.1074,10838.3456,0.4705,ECU3
117.9667,1.8819,3.5416,0.3818,-1.5000,120.0200,116.3240,117.9767,13918.4955,1.8819,ECU3
106.1600,0.5335,0.2846,0.7071,-1.5000,106.7760,105.8520,106.1609,11270.1353,0.5335,ECU3
114.2707,1.2448,1.5494,0.7071,-1.5000,115.7080,113.5520,114.2752,13058.8182,1.2448,ECU3
121.0467,0.1778,0.0316,0.7071,-1.5000,121.2520,120.9440,121.0468,14652.3166,0.1778,ECU3
115.8107,0.1778,0.0316,0.7071,-1.5000,116.0160,115.7080,115.8108,13412.1316,0.1778,ECU3
115.5027,0.7751,0.6008,0.2391,-1.5000,116.3240,114.7840,115.5044,13341.2665,0.7751,ECU3
116.6320,0.8149,0.6640,0.5952,-1.5000,117.5560,116.0160,116.6339,13603.4661,0.8149,ECU3
111.2933,1.6963,2.8775,0.6810,-1.5000,113.2440,110.1640,111.3020,12388.1244,1.6963,ECU3
112.7307,1.9802,3.9210,-0.6309,-1.5000,114.1680,110.4720,112.7423,12710.8172,1.9802,ECU3
130.8000,0.0000,0.0000,-0.6905,-1.5155,130.8000,130.8000,130.8000,17108.6400,0.0000,ECU3
106.4680,1.7149,2.9408,-0.3193,-1.5000,108.0080,104.6200,106.4772,11337.3955,1.7149,ECU3
115.5027,0.6412,0.4111,-0.5280,-1.5000,116.0160,114.7840,115.5039,13341.1401,0.6412,ECU3
126.0773,0.1778,0.0316,-0.7071,-1.5000,126.1800,125.8720,126.0774,15895.5151,0.1778,ECU3
110.0613,0.1778,0.0316,-0.7071,-1.5000,110.1640,109.8560,110.0614,12113.5182,0.1778,ECU3
105.8520,1.6298,2.6562,0.5952,-1.5000,107.7000,104.6200,105.8604,11206.4167,1.6298,ECU3
120.8413,0.3556,0.1265,0.7071,-1.5000,121.2520,120.6360,120.8417,14602.7122,0.3556,ECU3
128.3360,4.2678,18.2139,-0.7071,-1.5000,130.8000,123.4080,128.3833,16482.2715,4.2678,ECU3
110.0613,2.3524,5.5337,0.3818,-1.5000,112.6280,108.0080,110.0781,12117.1863,2.3524,ECU3
111.8067,1.9802,3.9210,-0.6309,-1.5000,113.2440,109.5480,111.8184,12503.3447,1.9802,ECU3
116.6320,0.8149,0.6640,0.5952,-1.5000,117.5560,116.0160,116.6339,13603.4661,0.8149,ECU3
112.5387,11.5470,133.3333,0.7071,-1.5000,125.8720,105.8720,112.9329,12753.8404,0.0000,ECU3
127.2067,3.1157,9.7077,0.6993,-1.5000,130.8000,125.2560,127.2321,16188.0079,3.1157,ECU3
130.8000,0.0000,0.0000,-0.6905,-1.5155,130.8000,130.8000,130.8000,17108.6400,0.0000,ECU3
120.6360,0.8149,0.6640,-0.5952,-1.5000,121.2520,119.7120,120.6378,14553.4872,0.8149,ECU3
110.1640,1.0669,1.1384,0.7071,-1.5000,111.3960,109.5480,110.1674,12136.8658,1.0669,ECU3
112.7307,2.2281,4.9645,-0.6919,-1.5000,114.1680,110.1640,112.7453,12711.5129,2.2281,ECU3
128.5413,2.6910,7.2413,-0.4556,-1.5000,130.8000,125.5640,128.5601,16527.7019,2.6910,ECU3
128.3360,0.8149,0.6640,-0.5952,-1.5000,128.9520,127.4120,128.3377,16470.5716,0.8149,ECU3
121.9707,15.5604,242.1245,-0.7068,-1.5000,131.1080,104.0040,122.6306,15038.2599,15.5604,ECU3
121.2520,0.6160,0.3795,-0.0000,-1.5000,121.8680,120.6360,121.2530,14702.3005,0.6160,ECU3
108.5213,3.5027,12.2691,-0.4922,-1.5000,111.3960,104.6200,108.5590,11785.0592,3.5027,ECU3
138.0693,2.9596,8.7591,0.3091,-1.5000,141.2520,135.4000,138.0905,19068.9802,2.9596,ECU3
112.8333,0.6412,0.4111,0.5280,-1.5000,113.5520,112.3200,112.8345,12731.6352,0.6412,ECU3
121.2520,0.3080,0.0949,-0.0000,-1.5000,121.5600,120.9440,121.2523,14702.1107,0.3080,ECU3
120.5333,0.4705,0.2213,-0.3818,-1.5000,120.9440,120.0200,120.5339,14528.4320,0.4705,ECU3
122.8947,2.3117,5.3440,0.7071,-1.5000,125.5640,121.5600,122.9092,15106.6618,2.3117,ECU3
110.9853,0.7113,0.5059,-0.7071,-1.5000,111.3960,110.1640,110.9869,12318.0815,0.7113,ECU3
118.3773,1.4226,2.0238,0.7071,-1.5000,120.0200,117.5560,118.3830,14014.5422,1.4226,ECU3
140.0200,0.0000,0.0000,0.6905,-1.5155,140.0200,140.0200,140.0200,19605.6004,0.0000,ECU3
111.9093,1.8819,3.5416,-0.3818,-1.5000,113.5520,109.8560,111.9199,12526.0599,1.8819,ECU3
121.4573,16.1820,261.8563,-0.7071,-1.5000,130.8000,102.7720,122.1739,14926.4547,16.1820,ECU3
107.5973,2.6195,6.8618,-0.6094,-1.5000,109.5480,104.6200,107.6186,11581.7607,2.6195,ECU3
104.4147,0.3556,0.1265,-0.7071,-1.5000,104.6200,104.0040,104.4151,10902.5069,0.3556,ECU3
106.2627,1.2823,1.6443,0.5280,-1.5000,107.7000,105.2360,106.2678,11292.8505,1.2823,ECU3
113.7573,1.4556,2.1186,0.5673,-1.5000,115.4000,112.6280,113.7635,12942.1433,1.4556,ECU3
107.1867,1.4226,2.0238,-0.7071,-1.5000,108.0080,105.5440,107.1930,11490.3307,1.4226,ECU3
108.7267,0.7751,0.6008,0.2391,-1.5000,109.5480,108.0080,108.7285,11821.8886,0.7751,ECU3
104.1067,0.4705,0.2213,0.3818,-1.5000,104.6200,103.6960,104.1074,10838.3456,0.4705,ECU3
104.0040,0.0000,0.0000,0.0000,-3.0000,104.0040,104.0040,104.0040,10816.8320,0.0000,ECU3
127.6173,3.5963,12.9331,-0.3525,-1.5000,130.8000,123.7160,127.6511,16294.8059,3.5963,ECU3
113.5520,0.5335,0.2846,0.7071,-1.5000,114.1680,113.2440,113.5528,12894.2464,0.5335,ECU3
124.4347,2.7947,7.8105,-0.6211,-1.5000,126.4880,121.2520,124.4556,15489.1932,2.7947,ECU3
110.3693,0.3556,0.1265,0.7071,-1.5000,110.7800,110.1640,110.3697,12181.4741,0.3556,ECU3
118.7880,1.6298,2.6562,0.5952,-1.5000,120.6360,117.5560,118.7955,14112.3597,1.6298,ECU3
118.6920,15.8299,250.5856,-0.6308,-1.5000,130.1840,100.6360,119.3937,14254.8480,4.7748,ECU3
106.3653,0.3556,0.1265,0.7071,-1.5000,106.7760,106.1600,106.3657,11313.6685,0.3556,ECU3
118.6853,15.5604,242.1245,-0.5319,-1.5000,131.1080,101.2320,119.3634,14247.6247,15.5604,ECU3
111.3960,1.8480,3.4151,-0.0000,-1.5000,113.2440,109.5480,111.4062,12411.3456,1.8480,ECU3
125.8720,0.0000,0.0000,-0.7154,-1.4922,125.8720,125.8720,125.8720,15843.7604,0.0000,ECU3
119.4040,1.6298,2.6562,-0.5952,-1.5000,120.6360,117.5560,119.4114,14259.0860,1.6298,ECU3
114.9893,2.7606,7.6207,0.6972,-1.5000,118.1720,113.2440,115.0114,13227.6273,2.7606,ECU3
107.8027,0.3556,0.1265,-0.7071,-1.5000,108.0080,107.3920,107.8031,11621.4993,0.3556,ECU3
116.6320,0.8149,0.6640,0.5952,-1.5000,117.5560,116.0160,116.6339,13603.4661,0.8149,ECU3
105.9747,0.1778,0.0316,0.7071,-1.5000,106.1800,105.8720,105.9748,11230.6511,0.1778,ECU3
116.8440,13.2802,176.3626,-0.6862,-1.5000,125.5640,101.5600,117.3460,13770.0954,2.0040,ECU3
130.2867,1.1661,1.3597,-0.6520,-1.5000,131.1080,128.9520,130.2901,16975.5220,1.1661,ECU3
108.0080,0.0000,0.0000,0.0000,-3.0000,108.0080,108.0080,108.0080,11665.7281,0.0000,ECU3
108.2133,0.7113,0.5059,-0.7071,-1.5000,108.6240,107.3920,108.2149,11710.4628,0.7113,ECU3
118.5827,2.3117,5.3440,0.7071,-1.5000,121.2520,117.2480,118.5977,14065.4115,2.3117,ECU3
186.6733,0.7113,0.5059,-0.7071,-1.5000,187.0840,185.8520,186.6742,34847.2707,0.7113,ECU3
115.6053,0.1778,0.0316,-0.7071,-1.5000,115.7080,115.4000,115.6054,13364.6142,0.1778,ECU3
121.2520,0.5335,0.2846,-0.7071,-1.5000,121.5600,120.6360,121.2528,14702.2372,0.5335,ECU3
222.6693,0.1778,0.0316,-0.7071,-1.5000,222.7720,222.4640,222.6694,49581.6531,0.1778,ECU3
140.5400,12.4399,154.7521,-0.7052,-1.5000,148.0280,126.1800,140.9066,19854.6596,0.9410,ECU3
172.5253,1.6963,2.8775,-0.1108,-1.5000,174.1680,170.7800,172.5309,29766.9090,1.6963,ECU3
114.1680,1.3425,1.8024,0.6655,-1.5000,115.7080,113.2440,114.1733,13035.5338,1.3425,ECU3
115.9133,0.1778,0.0316,-0.7071,-1.5000,116.0160,115.7080,115.9134,13435.9219,0.1778,ECU3
104.4147,0.1778,0.0316,0.7071,-1.5000,104.6200,104.3120,104.4148,10902.4437,0.1778,ECU3
120.6360,0.6160,0.3795,0.0000,-1.5000,121.2520,120.0200,120.6370,14553.2975,0.6160,ECU3
130.8000,0.0000,0.0000,-0.6905,-1.5155,130.8000,130.8000,130.8000,17108.6400,0.0000,ECU3
140.5333,17.7824,316.2133,-0.7071,-1.5000,150.8000,120.0000,141.2814,19960.4267,17.7824,ECU3
116.3240,0.8149,0.6640,0.5952,-1.5000,117.2480,115.7080,116.3259,13531.7157,0.8149,ECU3
132.4360,11.3692,129.2583,0.7071,-1.5000,145.5640,125.8720,132.7609,17625.4663,0.1778,ECU3
119.4040,1.6298,2.6562,-0.5952,-1.5000,120.6360,117.5560,119.4114,14259.0860,1.6298,ECU3
107.7000,0.5335,0.2846,-0.7071,-1.5000,108.0080,107.0840,107.7009,11599.4797,0.5335,ECU3
115.7080,0.8149,0.6640,-0.5952,-1.5000,116.3240,114.7840,115.7099,13388.7840,0.8149,ECU3
125.5440,1.8735,3.5100,0.6857,-1.5000,127.7000,124.3120,125.5533,15763.6359,1.8735,ECU3
133.3467,0.9410,0.8854,-0.3818,-1.5000,134.1680,132.3200,133.3489,17781.9238,0.9410,ECU3
121.5600,0.0000,0.0000,0.7154,-1.4922,121.5600,121.5600,121.5600,14776.8336,0.0000,ECU3
104.0040,0.3080,0.0949,-0.0000,-1.5000,104.3120,103.6960,104.0043,10816.8953,0.3080,ECU3
111.0880,2.3253,5.4072,-0.2391,-1.5000,113.2440,108.6240,111.1042,12344.1486,2.3253,ECU3
118.2747,1.5193,2.3084,0.6746,-1.5000,120.0200,117.2480,118.2812,13990.4357,1.5193,ECU3
106.2627,0.8891,0.7905,-0.7071,-1.5000,106.7760,105.2360,106.2651,11292.2813,0.8891,ECU3
115.4000,0.0000,0.0000,0.0000,-3.0000,115.4000,115.4000,115.4000,13317.1600,0.0000,ECU3
116.1187,1.2448,1.5494,0.7071,-1.5000,117.5560,115.4000,116.1231,13484.5777,1.2448,ECU3
106.2627,2.4895,6.1978,-0.7071,-1.5000,107.7000,103.3880,106.2821,11295.8862,2.4895,ECU3
129.1573,1.5502,2.4032,0.2391,-1.5000,130.8000,127.7200,129.1635,16683.2189,1.5502,ECU3
120.9440,0.8149,0.6640,-0.5952,-1.5000,121.5600,120.0200,120.9458,14627.8938,0.8149,ECU3
121.0467,0.4705,0.2213,0.3818,-1.5000,121.5600,120.6360,121.0473,14652.4431,0.4705,ECU3
117.4533,0.1778,0.0316,-0.7071,-1.5000,117.5560,117.2480,117.4534,13795.3066,0.1778,ECU3
119.2053,11.5470,133.3333,-0.7071,-1.5000,125.8720,105.8720,119.5776,14298.8004,0.0000,ECU3
113.1413,0.7113,0.5059,-0.7071,-1.5000,113.5520,112.3200,113.1428,12801.2986,0.7113,ECU3
121.8680,15.4707,239.3419,-0.7071,-1.5000,130.8000,104.0040,122.5209,15011.3707,15.4707,ECU3
103.7987,0.8891,0.7905,-0.7071,-1.5000,104.3120,102.7720,103.8012,10774.6902,0.8891,ECU3
105.4413,1.9561,3.8262,0.7071,-1.5000,107.7000,104.3120,105.4534,11120.4256,1.9561,ECU3
120.4307,1.9561,3.8262,-0.7071,-1.5000,121.5600,118.1720,120.4413,14506.0963,1.9561,ECU3
121.1493,0.6412,0.4111,0.5280,-1.5000,121.8680,120.6360,121.1505,14677.4350,0.6412,ECU3
108.0080,2.9702,8.8224,-0.6309,-1.5000,110.1640,104.6200,108.0352,11671.6096,2.9702,ECU3
110.4720,0.0000,0.0000,0.0000,-3.0000,110.4720,110.4720,110.4720,12204.0628,0.0000,ECU3
112.9360,0.5335,0.2846,0.7071,-1.5000,113.5520,112.6280,112.9368,12754.7298,0.5335,ECU3
120.5333,13.9736,195.2617,-0.6211,-1.5000,130.8000,104.6200,121.0721,14658.4589,13.9736,ECU3
108.9320,0.5335,0.2846,0.7071,-1.5000,109.5480,108.6240,108.9329,11866.3704,0.5335,ECU3
140.5400,13.7260,188.4041,-0.6060,-1.5000,150.8000,124.9480,140.9861,19877.0944,3.1460,ECU3
120.0200,0.0000,0.0000,0.7154,-1.4922,120.0200,120.0200,120.0200,14404.8004,0.0000,ECU3
108.7267,0.7751,0.6008,0.2391,-1.5000,109.5480,108.0080,108.7285,11821.8886,0.7751,ECU3
164.1067,0.4705,0.2213,0.3818,-1.5000,164.6200,163.6960,164.1071,26931.1456,0.4705,ECU3
119.5133,12.1158,146.7917,-0.6886,-1.5000,127.4120,105.5640,119.9220,14381.2980,1.0669,ECU3
106.0573,0.7751,0.6008,-0.2391,-1.5000,106.7760,105.2360,106.0592,11248.5585,0.7751,ECU3
120.9440,0.3080,0.0949,-0.0000,-1.5000,121.2520,120.6360,120.9443,14627.5144,0.3080,ECU3
103.6960,0.8149,0.6640,-0.5952,-1.5000,104.3120,102.7720,103.6981,10753.3031,0.8149,ECU3
110.3693,0.1778,0.0316,-0.7071,-1.5000,110.4720,110.1640,110.3694,12181.4108,0.1778,ECU3
140.9440,0.3080,0.0949,-0.0000,-1.5000,141.2520,140.6360,140.9442,19865.2744,0.3080,ECU3
114.2707,1.7514,3.0673,-0.4922,-1.5000,115.7080,112.3200,114.2796,13059.8301,1.7514,ECU3
112.1147,16.1820,261.8563,0.7071,-1.5000,130.8000,102.7720,112.8905,12744.2693,16.1820,ECU3
105.6467,1.7782,3.1621,0.7071,-1.5000,107.7000,104.6200,105.6566,11163.3263,1.7782,ECU3
106.7760,0.0000,0.0000,0.7154,-1.4922,106.7760,106.7760,106.7760,11401.1142,0.0000,ECU3
130.8000,0.0000,0.0000,-0.6905,-1.5155,130.8000,130.8000,130.8000,17108.6400,0.0000,ECU3
104.0040,1.0669,1.1384,-0.7071,-1.5000,104.6200,102.7720,104.0076,10817.5909,1.0669,ECU3
116.4267,0.9901,0.9803,0.6309,-1.5000,117.5560,115.7080,116.4295,13555.8222,0.9901,ECU3
106.3653,1.2448,1.5494,0.2948,-1.5000,107.7000,105.2360,106.3702,11314.6171,1.2448,ECU3
120.4307,0.3556,0.1265,-0.7071,-1.5000,120.6360,120.0200,120.4310,14503.6298,0.3556,ECU3
105.1333,2.2281,4.9645,0.6919,-1.5000,107.7000,103.6960,105.1491,11056.3275,2.2281,ECU3
129.4653,2.8618,8.1899,-0.6704,-1.5000,131.4160,126.1800,129.4864,16766.7325,2.8618,ECU3
120.9440,17.0711,291.4222,-0.7071,-1.5000,130.8000,101.2320,121.7445,14821.7326,17.0711,ECU3
108.4187,0.3556,0.1265,-0.7071,-1.5000,108.6240,108.0080,108.4191,11754.6916,0.3556,ECU3
125.6667,0.7751,0.6008,0.2391,-1.5000,126.4880,124.9480,125.6683,15792.5116,0.7751,ECU3
121.3547,0.1778,0.0316,0.7071,-1.5000,121.5600,121.2520,121.3548,14726.9762,0.1778,ECU3
120.9440,0.8149,0.6640,-0.5952,-1.5000,121.5600,120.0200,120.9458,14627.8938,0.8149,ECU3
122.8947,2.3117,5.3440,0.7071,-1.5000,125.5640,121.5600,122.9092,15106.6618,2.3117,ECU3
111.6013,2.2703,5.1543,0.5776,-1.5000,114.1680,109.8560,111.6167,12458.2938,2.2703,ECU3
121.0467,0.9410,0.8854,-0.3818,-1.5000,121.8680,120.0200,121.0491,14652.8858,0.9410,ECU3
108.2133,0.3556,0.1265,0.7071,-1.5000,108.6240,108.0080,108.2137,11710.2098,0.3556,ECU3
116.2213,1.3888,1.9289,-0.1351,-1.5000,117.5560,114.7840,116.2269,13508.6843,1.3888,ECU3
117.4533,0.1778,0.0316,-0.7071,-1.5000,117.5560,117.2480,117.4534,13795.3066,0.1778,ECU3
130.0813,1.2448,1.5494,-0.7071,-1.5000,130.8000,128.6440,130.0853,16922.1862,1.2448,ECU3
120.0200,0.0000,0.0000,0.0000,-3.0000,120.0200,120.0200,120.0200,14404.8004,0.0000,ECU3
104.0040,0.3080,0.0949,0.0000,-1.5000,104.3120,103.6960,104.0043,10816.8953,0.3080,ECU3
119.3080,11.6369,135.4183,-0.7065,-1.5000,126.1800,105.8720,119.6857,14324.6777,0.1778,ECU3
106.9813,0.9410,0.8854,0.3818,-1.5000,108.0080,106.1600,106.9841,11445.5959,0.9410,ECU3
108.5213,1.0817,1.1700,-0.1728,-1.5000,109.5480,107.3920,108.5249,11777.6598,1.0817,ECU3
133.7707,14.7511,217.5935,0.7057,-1.5000,150.8000,124.9480,134.3118,18039.6536,3.2156,ECU3
117.0427,6.2542,39.1156,-0.6764,-1.5000,121.2520,109.8560,117.1540,13725.0629,6.2542,ECU3
108.1107,2.0040,4.0159,0.0939,-1.5000,110.1640,106.1600,108.1230,11690.5935,2.0040,ECU3
116.6320,0.5335,0.2846,0.7071,-1.5000,117.2480,116.3240,116.6328,13603.2132,0.5335,ECU3
112.5253,1.7782,3.1621,-0.7071,-1.5000,113.5520,110.4720,112.5347,12664.0587,1.7782,ECU3
105.7493,0.8891,0.7905,0.7071,-1.5000,106.7760,105.2360,105.7518,11183.4485,0.8891,ECU3
121.2520,0.3080,0.0949,0.0000,-1.5000,121.5600,120.9440,121.2523,14702.1107,0.3080,ECU3
124.5373,2.5830,6.6721,-0.6958,-1.5000,126.1800,121.5600,124.5552,15513.9955,2.5830,ECU3
127.2067,1.6963,2.8775,0.1108,-1.5000,128.9520,125.5640,127.2142,16183.4544,1.6963,ECU3
108.0080,1.2320,1.5178,-0.0000,-1.5000,109.2400,106.7760,108.0127,11666.7399,1.2320,ECU3
122.8947,2.5830,6.6721,0.6958,-1.5000,125.8720,121.2520,122.9128,15107.5472,2.5830,ECU3
113.3600,12.7038,161.3864,0.7066,-1.5000,128.0280,105.8720,113.8336,12958.0805,1.1661,ECU3
120.8413,0.9410,0.8854,0.3818,-1.5000,121.8680,120.0200,120.8438,14603.2181,0.9410,ECU3
130.8000,0.0000,0.0000,-0.6905,-1.5155,130.8000,130.8000,130.8000,17108.6400,0.0000,ECU3
102.9773,1.5193,2.3084,-0.6746,-1.5000,104.0040,101.2320,102.9848,10605.8701,1.5193,ECU3
152.7307,11.1321,123.9240,-0.6467,-1.5000,160.6360,140.0000,153.0009,23409.2725,11.1321,ECU3
106.7760,1.0669,1.1384,0.7071,-1.5000,108.0080,106.1600,106.7796,11401.8731,1.0669,ECU3
109.2400,1.1105,1.2332,-0.4703,-1.5000,110.1640,108.0080,109.2438,11934.1998,1.1105,ECU3
112.5387,11.5470,133.3333,0.7071,-1.5000,125.8720,105.8720,112.9329,12753.8404,0.0000,ECU3
121.3547,0.1778,0.0316,0.7071,-1.5000,121.5600,121.2520,121.3548,14726.9762,0.1778,ECU3
103.1827,1.7514,3.0673,-0.4922,-1.5000,104.6200,101.2320,103.1926,10648.7075,1.7514,ECU3
133.3600,12.4361,154.6572,0.7071,-1.5000,147.7200,126.1800,133.7460,17887.9944,0.8891,ECU3
105.8520,1.1105,1.2332,-0.4703,-1.5000,106.7760,104.6200,105.8559,11205.4681,1.1105,ECU3
120.9440,0.8149,0.6640,-0.5952,-1.5000,121.5600,120.0200,120.9458,14627.8938,0.8149,ECU3
108.7267,1.1661,1.3597,-0.6520,-1.5000,109.5480,107.3920,108.7308,11822.3945,1.1661,ECU3
110.3693,0.1778,0.0316,-0.7071,-1.5000,110.4720,110.1640,110.3694,12181.4108,0.1778,ECU3
113.7573,1.4556,2.1186,0.5673,-1.5000,115.4000,112.6280,113.7635,12942.1433,1.4556,ECU3
113.0387,15.3887,236.8122,0.7042,-1.5000,130.8000,103.6960,113.7348,12935.6149,15.3887,ECU3
113.2440,2.6316,6.9251,-0.2121,-1.5000,115.7080,110.4720,113.2644,12828.8203,2.6316,ECU3
106.7760,0.0000,0.0000,0.7154,-1.4922,106.7760,106.7760,106.7760,11401.1142,0.0000,ECU3
107.5973,1.2823,1.6443,-0.5280,-1.5000,108.6240,106.1600,107.6024,11578.2823,1.2823,ECU3
